Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Name-additional,no_accent_names,clean_end,no_period,clean_name
224,TristonÿCasas*,22,BOS,27,95,2,-1,0,-2,-1,-2,-0.2,3,1,0.493,0.499,0.3,-0.3,3,casastr01,TristonÿCasas*,TristonÿCasas,TristonÿCasas,tristoncasas
228,NickÿCastellanos,30,PHI,136,558,-3,0,-1,-8,-5,-17,-1.7,19,2,0.487,0.489,0.9,-1.3,10,casteni01,NickÿCastellanos,NickÿCastellanos,NickÿCastellanos,nickcastellanos
229,DiegoÿCastillo,28,SEA,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,castidi01,DiegoÿCastillo,DiegoÿCastillo,DiegoÿCastillo,diegocastillo
230,DiegoÿCastillo,24,PIT,96,283,-6,0,-1,-7,1,-13,-1.4,10,-4,0.485,0.491,0.2,-0.6,3,castidi02,DiegoÿCastillo,DiegoÿCastillo,DiegoÿCastillo,diegocastillo
236,HaroldÿCastro*,28,DET,120,443,-1,-1,1,-12,-1,-15,-1.6,15,0,0.487,0.49,1.1,-1.5,12,castrha01,HaroldÿCastro*,HaroldÿCastro,HaroldÿCastro,haroldcastro
237,JasonÿCastro*,35,HOU,34,88,-9,0,0,-1,2,-8,-0.9,3,-5,0.473,0.494,-0.5,0.1,-4,castrja01,JasonÿCastro*,JasonÿCastro,JasonÿCastro,jasoncastro
240,RodolfoÿCastro#,23,PIT,71,278,1,-1,0,1,3,4,0.5,10,14,0.506,0.503,1.3,0.4,13,castrro01,RodolfoÿCastro#,RodolfoÿCastro,RodolfoÿCastro,rodolfocastro
241,WilliÿCastro#,25,DET,112,392,-7,1,2,3,-1,-2,-0.3,13,11,0.498,0.499,0.8,0.2,8,castrwi01,WilliÿCastro#,WilliÿCastro,WilliÿCastro,willicastro
243,JakeÿCave*,29,MIN,54,177,-2,0,0,3,-2,-1,-0.1,6,5,0.499,0.5,0.2,0.1,2,caveja01,JakeÿCave*,JakeÿCave,JakeÿCave,jakecave
245,GilbertoÿCelestino,23,MIN,122,347,-6,-2,-1,1,1,-8,-0.8,12,4,0.493,0.495,0.2,0.2,3,celesgi01,GilbertoÿCelestino,GilbertoÿCelestino,GilbertoÿCelestino,gilbertocelestino
249,YuÿChang,26,4TM,69,190,-6,0,-1,2,1,-3,-0.4,6,3,0.495,0.5,0,0.4,1,changyu01,YuÿChang,YuÿChang,YuÿChang,yuchang
251,MattÿChapman,29,TOR,155,621,9,0,-1,2,4,15,1.5,21,36,0.51,0.51,3.5,0.6,34,chapmma01,MattÿChapman,MattÿChapman,MattÿChapman,mattchapman
254,MichaelÿChavis,26,PIT,129,426,-12,-2,2,2,-5,-15,-1.5,15,-1,0.488,0.49,-0.4,-0.3,-3,chavimi01,MichaelÿChavis,MichaelÿChavis,MichaelÿChavis,michaelchavis
255,RobinsonÿChirinos,38,BAL,67,220,-8,-2,-1,1,4,-5,-0.6,8,2,0.492,0.497,0.1,0.5,1,chiriro01,RobinsonÿChirinos,RobinsonÿChirinos,RobinsonÿChirinos,robinsonchirinos
257,JazzÿChisholmÿJr.*,24,MIA,60,241,9,1,1,2,2,15,1.6,8,23,0.526,0.51,2.2,0.4,21,chishja01,JazzÿChisholmÿJr.*,JazzÿChisholmÿJr.,JazzÿChisholmÿJr,jazzchisholmjr
258,JimanÿChoi*,31,TBR,113,419,7,-2,1,-2,-6,-2,-0.2,14,13,0.498,0.499,1.4,-0.9,15,choiji01,JimanÿChoi*,JimanÿChoi,JimanÿChoi,jimanchoi
263,TaylorÿClarke,29,KCR,4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,clarkta01,TaylorÿClarke,TaylorÿClarke,TaylorÿClarke,taylorclarke
268,KodyÿClemens*,26,DET,56,127,-9,1,0,4,-1,-5,-0.6,4,-1,0.49,0.496,-0.7,0.3,-5,clemeko01,KodyÿClemens*,KodyÿClemens,KodyÿClemens,kodyclemens
269,ErnieÿClement,26,2TM,69,179,-12,-2,0,2,0,-11,-1.3,6,-5,0.482,0.495,-0.9,0.2,-7,clemeer01,ErnieÿClement,ErnieÿClement,ErnieÿClement,ernieclement
274,DylanÿColeman,25,KCR,4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,colemdy01,DylanÿColeman,DylanÿColeman,DylanÿColeman,dylancoleman
275,ZackÿCollins*,27,2TM,36,108,-6,0,0,1,-1,-6,-0.6,4,-2,0.482,0.499,-0.4,0,-3,colliza01,ZackÿCollins*,ZackÿCollins,ZackÿCollins,zackcollins
276,AlexÿColom‚,33,COL,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,colomal01,AlexÿColome,AlexÿColome,AlexÿColome,alexcolome
277,MarkÿContreras*,27,MIN,28,61,-5,1,0,3,0,-2,-0.2,2,0,0.492,0.499,-0.3,0.3,-3,contrma01,MarkÿContreras*,MarkÿContreras,MarkÿContreras,markcontreras
279,WilliamÿContreras,24,ATL,97,376,16,-2,0,-2,1,13,1.4,13,26,0.514,0.508,2.8,0,28,contrwi02,WilliamÿContreras,WilliamÿContreras,WilliamÿContreras,williamcontreras
280,WillsonÿContreras,30,CHC,113,487,18,-1,0,2,2,21,2.3,16,37,0.519,0.513,3.5,0.5,35,contrwi01,WillsonÿContreras,WillsonÿContreras,WillsonÿContreras,willsoncontreras
282,GarrettÿCooper,31,MIA,119,469,7,0,-1,-4,-8,-6,-0.5,16,10,0.495,0.496,1.4,-1.2,14,coopega03,GarrettÿCooper,GarrettÿCooper,GarrettÿCooper,garrettcooper
284,FranchyÿCordero*,27,BOS,84,275,-3,1,2,-5,-5,-10,-1.1,9,-1,0.487,0.493,0.4,-1.1,4,cordefr02,FranchyÿCordero*,FranchyÿCordero,FranchyÿCordero,franchycordero
285,CarlosÿCorrea,27,MIN,136,590,26,-2,-2,3,8,32,3.4,20,52,0.525,0.521,5.1,1.1,49,correca01,CarlosÿCorrea,CarlosÿCorrea,CarlosÿCorrea,carloscorrea
290,BrandonÿCrawford*,35,SFG,118,458,-7,-1,0,-6,7,-8,-0.8,16,8,0.493,0.495,1.3,0.1,14,crawfbr01,BrandonÿCrawford*,BrandonÿCrawford,BrandonÿCrawford,brandoncrawford
291,J.P.ÿCrawford*,27,SEA,145,603,2,-1,1,-4,9,6,0.7,21,27,0.505,0.504,3.2,0.4,31,crawfjp01,J.P.ÿCrawford*,J.P.ÿCrawford,JPÿCrawford,jpcrawford
296,C.J.ÿCron,32,COL,150,632,3,2,-1,5,-8,0,0.1,22,22,0.5,0.5,1.6,-0.3,17,croncj01,C.J.ÿCron,C.J.ÿCron,CJÿCron,cjcron
297,JakeÿCronenworth*,28,SDP,158,684,9,2,2,-2,4,16,1.8,23,39,0.511,0.51,4.1,0.3,41,croneja01,JakeÿCronenworth*,JakeÿCronenworth,JakeÿCronenworth,jakecronenworth
298,NarcisoÿCrook,26,CHC,4,9,-1,0,0,-1,0,-2,-0.2,0,-2,0.445,0.499,-0.1,-0.1,-1,crookna01,NarcisoÿCrook,NarcisoÿCrook,NarcisoÿCrook,narcisocrook
302,NelsonÿCruz,41,WSN,124,507,-4,0,-1,0,-11,-15,-1.6,17,2,0.487,0.49,0,-1.1,2,cruzne02,NelsonÿCruz,NelsonÿCruz,NelsonÿCruz,nelsoncruz
303,OneilÿCruz*,23,PIT,87,361,2,2,1,1,4,11,1.2,12,23,0.513,0.507,2.2,0.6,22,cruzon01,OneilÿCruz*,OneilÿCruz,OneilÿCruz,oneilcruz
306,CharlieÿCulberson,33,TEX,68,124,-3,-1,0,0,-1,-4,-0.5,4,0,0.493,0.497,-0.1,-0.1,0,culbech01,CharlieÿCulberson,CharlieÿCulberson,CharlieÿCulberson,charlieculberson
309,Travisÿd'Arnaud,33,ATL,107,426,8,-2,-1,0,7,13,1.4,15,27,0.512,0.508,2.7,0.8,27,darnatr01,Travisÿd'Arnaud,Travisÿd'Arnaud,Travisÿd'Arnaud,travisd'arnaud
310,BobbyÿDalbec,27,BOS,117,353,-6,0,0,-7,-4,-17,-1.9,12,-5,0.484,0.488,0.1,-1.3,2,dalbebo01,BobbyÿDalbec,BobbyÿDalbec,BobbyÿDalbec,bobbydalbec
313,MattÿDavidson,31,2TM,13,37,-2,0,0,-4,0,-7,-0.7,1,-5,0.446,0.497,-0.2,-0.4,-1,davidma02,MattÿDavidson,MattÿDavidson,MattÿDavidson,mattdavidson
317,BrendonÿDavis,24,DET,3,11,-1,0,0,-1,0,-2,-0.2,0,-1,0.439,0.499,0,-0.1,0,davisbr04,BrendonÿDavis,BrendonÿDavis,BrendonÿDavis,brendondavis
318,J.D.ÿDavis,29,2TM,115,365,7,-1,-3,-3,-5,-4,-0.4,12,8,0.496,0.498,1,-0.9,11,davisjd01,J.D.ÿDavis,J.D.ÿDavis,JDÿDavis,jddavis
319,JaylinÿDavis,27,BOS,12,27,1,0,0,0,0,1,0.1,1,1,0.505,0.5,0.2,0,1,davisja03,JaylinÿDavis,JaylinÿDavis,JaylinÿDavis,jaylindavis
320,JonathanÿDavis,30,MIL,37,91,-3,0,0,-2,1,-4,-0.4,3,-1,0.489,0.498,0.1,-0.1,1,davisjo05,JonathanÿDavis,JonathanÿDavis,JonathanÿDavis,jonathandavis
322,RonnieÿDawson*,27,CIN,1,3,-1,0,0,0,0,-1,-0.1,0,-1,0.401,0.499,-0.1,0,-1,dawsoro01,RonnieÿDawson*,RonnieÿDawson,RonnieÿDawson,ronniedawson
323,YonathanÿDaza,28,COL,113,408,1,0,1,-5,2,-2,-0.1,14,12,0.499,0.499,1.7,-0.3,17,dazayo01,YonathanÿDaza,YonathanÿDaza,YonathanÿDaza,yonathandaza
326,BryanÿDeÿLaÿCruz,25,MIA,115,355,-1,0,-1,-1,-3,-6,-0.6,12,6,0.495,0.496,0.7,-0.3,7,delacbr01,BryanÿDeÿLaÿCruz,BryanÿDeÿLaÿCruz,BryanÿDeÿLaÿCruz,bryandelacruz
327,EnyelÿDeÿLosÿSantos,26,CLE,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,delosen01,EnyelÿDeÿLosÿSantos,EnyelÿDeÿLosÿSantos,EnyelÿDeÿLosÿSantos,enyeldelossantos
329,AustinÿDean,28,SFG,3,9,1,0,0,0,0,1,0.1,0,2,0.539,0.501,0.2,0,1,deanau01,AustinÿDean,AustinÿDean,AustinÿDean,austindean
331,PaulÿDeJong,28,STL,77,237,-14,-1,1,5,4,-5,-0.5,8,3,0.493,0.497,-0.3,0.9,-2,dejonpa01,PaulÿDeJong,PaulÿDeJong,PaulÿDeJong,pauldejong
332,JasonÿDelay,27,PIT,57,167,-9,-2,-1,-1,3,-9,-0.9,6,-3,0.483,0.494,-0.3,0.3,-2,delayja01,JasonÿDelay,JasonÿDelay,JasonÿDelay,jasondelay
333,BenÿDeLuzio,27,STL,22,25,-1,0,0,2,0,1,0.1,1,2,0.506,0.501,0,0.2,0,deluzbe01,BenÿDeLuzio,BenÿDeLuzio,BenÿDeLuzio,bendeluzio
334,TravisÿDemeritte,27,ATL,26,96,-5,0,0,-1,-1,-7,-0.8,3,-4,0.47,0.495,-0.4,-0.2,-3,demertr01,TravisÿDemeritte,TravisÿDemeritte,TravisÿDemeritte,travisdemeritte
340,RafaelÿDevers*,25,BOS,141,614,28,-2,0,-6,4,24,2.5,20,44,0.518,0.515,5.2,-0.3,50,deverra01,RafaelÿDevers*,RafaelÿDevers,RafaelÿDevers,rafaeldevers
341,AledmysÿD¡az,31,HOU,92,327,-1,-1,0,2,0,0,-0.1,11,11,0.5,0.5,0.8,0.2,9,diazal02,AledmysÿDiaz,AledmysÿDiaz,AledmysÿDiaz,aledmysdiaz
343,EdwinÿD¡az,28,NYM,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,diazed04,EdwinÿDiaz,EdwinÿDiaz,EdwinÿDiaz,edwindiaz
344,EliasÿD¡az,31,COL,105,381,-11,-2,0,-2,7,-8,-0.8,13,5,0.492,0.495,0.6,0.5,7,diazel01,EliasÿDiaz,EliasÿDiaz,EliasÿDiaz,eliasdiaz
346,JordanÿDiaz,21,OAK,15,51,-1,0,0,1,0,0,0,2,2,0.499,0.5,0.1,0.1,1,diazjo03,JordanÿDiaz,JordanÿDiaz,JordanÿDiaz,jordandiaz
347,LewinÿD¡az*,25,MIA,58,174,-12,0,0,5,-3,-10,-1,6,-4,0.482,0.493,-1,0.3,-9,diazle01,LewinÿDiaz*,LewinÿDiaz,LewinÿDiaz,lewindiaz
349,YainerÿDiaz,23,HOU,6,9,-1,0,0,0,0,-1,-0.1,0,-1,0.484,0.499,-0.1,0,-1,diazya02,YainerÿDiaz,YainerÿDiaz,YainerÿDiaz,yainerdiaz
350,YandyÿD¡az,30,TBR,137,558,29,-1,0,-14,1,15,1.5,19,34,0.511,0.509,4.9,-1.5,48,diazya01,YandyÿDiaz,YandyÿDiaz,YandyÿDiaz,yandydiaz
351,YusnielÿDiaz,25,BAL,1,1,0,0,0,0,0,0,0,0,0,0.471,0.5,0,0,0,diazyu01,YusnielÿDiaz,YusnielÿDiaz,YusnielÿDiaz,yusnieldiaz
352,AlexÿDickerson*,32,ATL,13,36,-4,0,-1,0,-1,-5,-0.5,1,-4,0.458,0.497,-0.4,-0.1,-4,dickeal01,AlexÿDickerson*,AlexÿDickerson,AlexÿDickerson,alexdickerson
353,CoreyÿDickerson*,33,STL,96,297,-2,1,0,-5,-4,-10,-1,10,0,0.489,0.493,0.4,-1,5,dickeco01,CoreyÿDickerson*,CoreyÿDickerson,CoreyÿDickerson,coreydickerson
356,WilmerÿDifo#,30,ARI,3,6,-2,0,0,0,0,-1,-0.2,0,-1,0.449,0.499,-0.1,0,-1,difowi01,WilmerÿDifo#,WilmerÿDifo,WilmerÿDifo,wilmerdifo
358,BrandonÿDixon,30,SDP,5,14,-1,0,0,1,0,-1,-0.1,0,0,0.488,0.5,-0.1,0.1,-1,dixonbr01,BrandonÿDixon,BrandonÿDixon,BrandonÿDixon,brandondixon
360,JoshÿDonaldson,36,NYY,132,546,-1,-2,-1,7,1,4,0.4,19,22,0.503,0.503,1.5,0.8,15,donaljo02,JoshÿDonaldson,JoshÿDonaldson,JoshÿDonaldson,joshdonaldson
361,BrendanÿDonovan*,25,STL,126,468,16,-1,1,10,-1,24,2.6,16,40,0.52,0.516,3,1,30,donovbr01,BrendanÿDonovan*,BrendanÿDonovan,BrendanÿDonovan,brendandonovan
365,JeterÿDowns,23,BOS,14,41,-5,0,0,-3,0,-7,-0.8,1,-6,0.446,0.495,-0.3,-0.3,-3,downsje01,JeterÿDowns,JeterÿDowns,JeterÿDowns,jeterdowns
366,HunterÿDozier,30,KCR,128,500,-4,-4,-1,-12,-5,-26,-2.9,17,-9,0.478,0.482,0.1,-1.9,3,doziehu01,HunterÿDozier,HunterÿDozier,HunterÿDozier,hunterdozier
367,BrandonÿDrury,29,2TM,138,568,16,-2,2,-7,-1,7,0.8,19,26,0.505,0.503,3.3,-0.8,33,drurybr01,BrandonÿDrury,BrandonÿDrury,BrandonÿDrury,brandondrury
369,MauricioÿDub¢n,27,2TM,104,265,-13,-1,0,4,3,-8,-0.9,9,1,0.492,0.496,-0.4,0.7,-3,dubonma01,MauricioÿDubon,MauricioÿDubon,MauricioÿDubon,mauriciodubon
370,TylerÿDuffey,31,MIN,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,duffety01,TylerÿDuffey,TylerÿDuffey,TylerÿDuffey,tylerduffey
371,MattÿDuffy,31,LAA,77,247,-7,-1,0,-3,0,-11,-1.2,8,-3,0.484,0.492,-0.1,-0.3,0,duffyma01,MattÿDuffy,MattÿDuffy,MattÿDuffy,mattduffy
372,StevenÿDuggar*,28,3TM,29,80,-7,1,0,-1,0,-7,-0.8,3,-5,0.473,0.498,-0.5,-0.1,-4,duggast01,StevenÿDuggar*,StevenÿDuggar,StevenÿDuggar,stevenduggar
374,JoeÿDunand,26,MIA,3,11,1,0,0,0,0,1,0.1,0,2,0.539,0.501,0.2,0,1,dunanjo01,JoeÿDunand,JoeÿDunand,JoeÿDunand,joedunand
377,EzequielÿDuran,23,TEX,58,220,-6,0,0,-1,2,-6,-0.6,8,2,0.489,0.496,0.2,0,3,duranez01,EzequielÿDuran,EzequielÿDuran,EzequielÿDuran,ezequielduran
378,JarrenÿDuran*,25,BOS,58,223,-5,1,2,-7,1,-8,-0.9,8,0,0.485,0.495,0.7,-0.6,7,duranja01,JarrenÿDuran*,JarrenÿDuran,JarrenÿDuran,jarrenduran
379,JhoanÿDur n,24,MIN,3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,duranjh01,JhoanÿDuran,JhoanÿDuran,JhoanÿDuran,jhoanduran
381,AdamÿDuvall,33,ATL,86,315,-7,-2,1,-3,0,-12,-1.2,11,-1,0.485,0.492,0.1,-0.3,2,duvalad01,AdamÿDuvall,AdamÿDuvall,AdamÿDuvall,adamduvall
382,NateÿEaton,25,KCR,44,122,0,2,0,3,-1,5,0.5,4,9,0.511,0.503,0.6,0.3,6,eatonna01,NateÿEaton,NateÿEaton,NateÿEaton,nateeaton
383,TommyÿEdman#,27,STL,153,630,3,7,2,18,8,38,4.1,22,60,0.526,0.525,4.2,2.8,42,edmanto01,TommyÿEdman#,TommyÿEdman,TommyÿEdman,tommyedman
391,DrewÿEllis,26,2TM,7,17,-1,0,0,-2,0,-3,-0.3,1,-3,0.455,0.499,-0.1,-0.2,-1,ellisdr01,DrewÿEllis,DrewÿEllis,DrewÿEllis,drewellis
392,JerarÿEncarnacion,24,MIA,23,81,-5,1,0,2,-1,-3,-0.4,3,-1,0.485,0.498,-0.3,0.1,-3,encarje01,JerarÿEncarnacion,JerarÿEncarnacion,JerarÿEncarnacion,jerarencarnacion
393,AdamÿEngel,30,CHW,119,260,-11,1,1,3,-1,-7,-0.8,9,2,0.494,0.495,-0.2,0.2,-1,engelad01,AdamÿEngel,AdamÿEngel,AdamÿEngel,adamengel
396,AlcidesÿEscobar,35,WSN,40,131,-6,0,1,-5,2,-9,-0.9,4,-4,0.477,0.494,0,-0.3,1,escobal02,AlcidesÿEscobar,AlcidesÿEscobar,AlcidesÿEscobar,alcidesescobar
397,EduardoÿEscobar#,33,NYM,136,542,0,0,1,-11,3,-6,-0.6,19,12,0.495,0.496,2.3,-0.8,23,escobed01,EduardoÿEscobar#,EduardoÿEscobar,EduardoÿEscobar,eduardoescobar
399,SantiagoÿEspinal,27,TOR,135,491,-2,0,-1,4,5,6,0.6,17,23,0.505,0.504,1.9,0.9,19,espinsa01,SantiagoÿEspinal,SantiagoÿEspinal,SantiagoÿEspinal,santiagoespinal
402,CarlosÿEst‚vez,29,COL,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,estevca01,CarlosÿEstevez,CarlosÿEstevez,CarlosÿEstevez,carlosestevez
404,ThairoÿEstrada,26,SFG,140,541,7,2,3,-17,5,-1,0,18,18,0.5,0.5,3.5,-1.2,35,estrath01,ThairoÿEstrada,ThairoÿEstrada,ThairoÿEstrada,thairoestrada
407,StuartÿFairchild,26,3TM,46,110,3,-2,0,2,0,2,0.3,4,6,0.505,0.502,0.4,0.2,4,faircst01,StuartÿFairchild,StuartÿFairchild,StuartÿFairchild,stuartfairchild
409,JeurysÿFamilia,32,2TM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,familje01,JeurysÿFamilia,JeurysÿFamilia,JeurysÿFamilia,jeurysfamilia
411,KyleÿFarmer,31,CIN,145,583,-6,-3,-2,-2,6,-7,-0.7,20,13,0.495,0.495,1.4,0.5,15,farmeky01,KyleÿFarmer,KyleÿFarmer,KyleÿFarmer,kylefarmer
415,MarioÿFeliciano,23,MIL,2,5,0,0,0,0,0,0,0,0,0,0.506,0.5,0,0,0,felicma01,MarioÿFeliciano,MarioÿFeliciano,MarioÿFeliciano,mariofeliciano
419,FreddyÿFermin,27,KCR,3,7,-2,0,0,0,0,-2,-0.2,0,-1,0.441,0.499,-0.2,0,-1,fermifr01,FreddyÿFermin,FreddyÿFermin,FreddyÿFermin,freddyfermin
429,DavidÿFletcher,28,LAA,61,228,-7,0,-1,7,3,3,0.3,8,11,0.506,0.502,0.3,1.1,4,fletcda02,DavidÿFletcher,DavidÿFletcher,DavidÿFletcher,davidfletcher
431,WilmerÿFlores,30,SFG,151,602,1,-2,1,-9,-2,-11,-1.1,21,10,0.492,0.493,1.8,-1.1,19,florewi01,WilmerÿFlores,WilmerÿFlores,WilmerÿFlores,wilmerflores
432,EstevanÿFlorial*,24,NYY,17,35,-5,1,0,-2,0,-6,-0.6,1,-4,0.464,0.496,-0.3,-0.2,-2,flories01,EstevanÿFlorial*,EstevanÿFlorial,EstevanÿFlorial,estevanflorial
433,DylanÿFloro*,31,MIA,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,florody01,DylanÿFloro*,DylanÿFloro,DylanÿFloro,dylanfloro
435,MikeÿFord*,29,4TM,50,149,-4,-1,0,0,-2,-7,-0.8,5,-2,0.484,0.498,-0.3,-0.3,-2,fordmi01,MikeÿFord*,MikeÿFord,MikeÿFord,mikeford
436,NickÿFortes,25,MIA,72,240,-1,-1,0,2,3,4,0.4,8,12,0.505,0.502,1,0.6,10,forteni01,NickÿFortes,NickÿFortes,NickÿFortes,nickfortes
437,MattÿFoster,27,CHW,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,fostema01,MattÿFoster,MattÿFoster,MattÿFoster,mattfoster
438,LuciusÿFox#,24,WSN,10,28,-4,0,0,-3,0,-7,-0.8,1,-6,0.424,0.495,-0.4,-0.3,-3,foxlu01,LuciusÿFox#,LuciusÿFox,LuciusÿFox,luciusfox
439,JakeÿFraley*,27,CIN,68,247,5,1,1,-6,-3,-1,-0.1,8,7,0.498,0.499,1.3,-0.9,13,fraleja01,JakeÿFraley*,JakeÿFraley,JakeÿFraley,jakefraley
440,TyÿFrance,27,SEA,140,613,19,-1,-1,0,-7,11,1.1,20,31,0.508,0.507,3.1,-0.8,31,francty01,TyÿFrance,TyÿFrance,TyÿFrance,tyfrance
442,MaikelÿFranco,29,WSN,103,388,-13,0,-3,-9,2,-23,-2.4,13,-10,0.476,0.485,-0.2,-0.7,-1,francma02,MaikelÿFranco,MaikelÿFranco,MaikelÿFranco,maikelfranco
443,WanderÿFranco#,21,TBR,83,344,6,3,1,0,4,13,1.4,12,25,0.517,0.509,2.6,0.4,25,francwa01,WanderÿFranco#,WanderÿFranco,WanderÿFranco,wanderfranco
444,AdamÿFrazier*,30,SEA,156,602,-14,0,-1,1,2,-11,-1.3,21,9,0.492,0.492,0.7,0.3,8,fraziad01,AdamÿFrazier*,AdamÿFrazier,AdamÿFrazier,adamfrazier
445,ClintÿFrazier,27,CHC,19,45,0,0,0,0,-1,-1,-0.1,2,1,0.496,0.5,0.1,-0.1,1,frazicl01,ClintÿFrazier,ClintÿFrazier,ClintÿFrazier,clintfrazier
447,FreddieÿFreeman*,32,LAD,159,708,46,0,2,-2,-7,38,4.1,23,61,0.525,0.525,6.4,-0.9,63,freemfr01,FreddieÿFreeman*,FreddieÿFreeman,FreddieÿFreeman,freddiefreeman
448,TylerÿFreeman,23,CLE,24,86,-2,0,0,-5,1,-5,-0.6,3,-2,0.477,0.497,0.3,-0.5,3,freemty01,TylerÿFreeman,TylerÿFreeman,TylerÿFreeman,tylerfreeman
451,TJÿFriedl*,26,CIN,72,258,-1,1,0,-4,-1,-5,-0.5,9,4,0.492,0.497,0.7,-0.5,8,friedtj01,TJÿFriedl*,TJÿFriedl,TJÿFriedl,tjfriedl
453,MichaelÿFulmer,29,2TM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,fulmemi01,MichaelÿFulmer,MichaelÿFulmer,MichaelÿFulmer,michaelfulmer
456,CamÿGallagher,29,KCR,18,47,-1,-1,0,-2,1,-3,-0.3,2,-1,0.483,0.498,0.1,-0.1,1,gallaca01,CamÿGallagher,CamÿGallagher,CamÿGallagher,camgallagher
459,JoeyÿGallo*,28,2TM,126,410,-9,-1,1,4,-5,-10,-1.1,14,4,0.491,0.496,-0.1,-0.1,0,gallojo01,JoeyÿGallo*,JoeyÿGallo,JoeyÿGallo,joeygallo
460,BenÿGamel*,30,PIT,115,423,-1,0,1,-7,-5,-12,-1.2,14,2,0.489,0.492,0.8,-1.3,9,gamelbe01,BenÿGamel*,BenÿGamel,BenÿGamel,bengamel
461,AdolisÿGarc¡a,29,TEX,156,657,6,5,1,4,-3,12,1.3,22,35,0.508,0.508,3.1,0,31,garciad02,AdolisÿGarcia,AdolisÿGarcia,AdolisÿGarcia,adolisgarcia
462,AramisÿGarcia,29,CIN,47,115,-9,-1,-1,-2,2,-11,-1.1,4,-7,0.475,0.493,-0.6,0,-5,garciar01,AramisÿGarcia,AramisÿGarcia,AramisÿGarcia,aramisgarcia
463,Avisa¡lÿGarc¡a,31,MIA,98,380,-15,1,-1,-3,-4,-23,-2.4,13,-10,0.475,0.485,-0.8,-0.7,-7,garciav01,AvisailÿGarcia,AvisailÿGarcia,AvisailÿGarcia,avisailgarcia
465,D‚rmisÿGarc¡a,24,OAK,39,125,-1,0,0,2,-2,0,0,4,4,0.499,0.5,0.2,0,2,garcide02,DermisÿGarcia,DermisÿGarcia,DermisÿGarcia,dermisgarcia
467,LeuryÿGarc¡a#,31,CHW,97,315,-22,1,0,2,1,-18,-2,11,-7,0.48,0.488,-1.1,0.3,-9,garcile02,LeuryÿGarcia#,LeuryÿGarcia,LeuryÿGarcia,leurygarcia
469,LuisÿGarc¡aÿJr.*,22,WSN,93,377,-2,-2,1,-14,5,-13,-1.3,13,0,0.486,0.492,1.4,-0.9,14,garcilu04,LuisÿGarciaÿJr.*,LuisÿGarciaÿJr.,LuisÿGarciaÿJr,luisgarciajr
471,MaikelÿGarcia,22,KCR,9,23,0,0,0,-1,0,-1,-0.2,1,-1,0.483,0.499,0,-0.1,0,garcima01,MaikelÿGarcia,MaikelÿGarcia,MaikelÿGarcia,maikelgarcia
472,RicoÿGarcia,28,BAL,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,garciri01,RicoÿGarcia,RicoÿGarcia,RicoÿGarcia,ricogarcia
475,KyleÿGarlick,30,MIN,66,162,3,0,0,-3,-3,-3,-0.3,6,3,0.496,0.498,0.6,-0.6,6,garliky01,KyleÿGarlick,KyleÿGarlick,KyleÿGarlick,kylegarlick
476,DustinÿGarneau,34,DET,8,11,0,0,0,0,0,1,0.1,0,1,0.507,0.5,0.1,0,1,garnedu01,DustinÿGarneau,DustinÿGarneau,DustinÿGarneau,dustingarneau
480,StoneÿGarrett,26,ARI,27,84,4,-1,0,0,-1,2,0.2,3,5,0.506,0.501,0.5,-0.1,5,garrest01,StoneÿGarrett,StoneÿGarrett,StoneÿGarrett,stonegarrett
481,MitchÿGarver,31,TEX,54,215,1,0,0,-2,-2,-3,-0.4,7,4,0.493,0.498,0.6,-0.5,6,garvemi01,MitchÿGarver,MitchÿGarver,MitchÿGarver,mitchgarver
491,LucasÿGilbreath*,26,COL,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,gilbrlu01,LucasÿGilbreath*,LucasÿGilbreath,LucasÿGilbreath,lucasgilbreath
494,Andr‚sÿGim‚nez*,23,CLE,146,557,25,4,1,17,5,52,5.5,19,71,0.538,0.534,5.6,2.4,54,gimenan01,AndresÿGimenez*,AndresÿGimenez,AndresÿGimenez,andresgimenez
495,KevinÿGinkel*,28,ARI,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,ginkeke01,KevinÿGinkel*,KevinÿGinkel,KevinÿGinkel,kevinginkel
